from_id,id,recorded_at,relation_type,responsible_workflow,schema_name,schema_version,status,supersedes_id,to_id
unit.r017.book1.ch12.text.ex-009,relation.exercises.unit.r017.book1.ch12.text.ex-009.concept.pyomo-modeling,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.pyomo-modeling
unit.r017.book1.ch12.text.ex-009,relation.exercises.unit.r017.book1.ch12.text.ex-009.concept.python-optimization-workflow,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.python-optimization-workflow
unit.r017.book1.ch13.text.ex-001,relation.exercises.unit.r017.book1.ch13.text.ex-001.concept.epsilon-constraint-method,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.epsilon-constraint-method
unit.r017.book1.ch13.text.ex-001,relation.exercises.unit.r017.book1.ch13.text.ex-001.concept.lexicographic-optimization,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.lexicographic-optimization
unit.r017.book1.ch13.text.ex-001,relation.exercises.unit.r017.book1.ch13.text.ex-001.concept.multiobjective-optimization,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.multiobjective-optimization
unit.r017.book1.ch13.text.ex-001,relation.exercises.unit.r017.book1.ch13.text.ex-001.concept.pareto-optimality,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.pareto-optimality
unit.r017.book1.ch13.text.ex-001,relation.exercises.unit.r017.book1.ch13.text.ex-001.concept.weighted-sum-method,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.weighted-sum-method
unit.r017.book1.ch13.text.ex-002,relation.exercises.unit.r017.book1.ch13.text.ex-002.concept.epsilon-constraint-method,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.epsilon-constraint-method
unit.r017.book1.ch13.text.ex-002,relation.exercises.unit.r017.book1.ch13.text.ex-002.concept.lexicographic-optimization,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.lexicographic-optimization
unit.r017.book1.ch13.text.ex-002,relation.exercises.unit.r017.book1.ch13.text.ex-002.concept.multiobjective-optimization,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.multiobjective-optimization
unit.r017.book1.ch13.text.ex-002,relation.exercises.unit.r017.book1.ch13.text.ex-002.concept.pareto-optimality,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.pareto-optimality
unit.r017.book1.ch13.text.ex-002,relation.exercises.unit.r017.book1.ch13.text.ex-002.concept.weighted-sum-method,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.weighted-sum-method
unit.r017.book1.ch13.text.ex-003,relation.exercises.unit.r017.book1.ch13.text.ex-003.concept.epsilon-constraint-method,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.epsilon-constraint-method
unit.r017.book1.ch13.text.ex-003,relation.exercises.unit.r017.book1.ch13.text.ex-003.concept.lexicographic-optimization,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.lexicographic-optimization
unit.r017.book1.ch13.text.ex-003,relation.exercises.unit.r017.book1.ch13.text.ex-003.concept.multiobjective-optimization,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.multiobjective-optimization
unit.r017.book1.ch13.text.ex-003,relation.exercises.unit.r017.book1.ch13.text.ex-003.concept.pareto-optimality,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.pareto-optimality
unit.r017.book1.ch13.text.ex-003,relation.exercises.unit.r017.book1.ch13.text.ex-003.concept.weighted-sum-method,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.weighted-sum-method
unit.r017.book1.ch13.text.ex-004,relation.exercises.unit.r017.book1.ch13.text.ex-004.concept.epsilon-constraint-method,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.epsilon-constraint-method
unit.r017.book1.ch13.text.ex-004,relation.exercises.unit.r017.book1.ch13.text.ex-004.concept.lexicographic-optimization,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.lexicographic-optimization
unit.r017.book1.ch13.text.ex-004,relation.exercises.unit.r017.book1.ch13.text.ex-004.concept.multiobjective-optimization,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.multiobjective-optimization
unit.r017.book1.ch13.text.ex-004,relation.exercises.unit.r017.book1.ch13.text.ex-004.concept.pareto-optimality,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.pareto-optimality
unit.r017.book1.ch13.text.ex-004,relation.exercises.unit.r017.book1.ch13.text.ex-004.concept.weighted-sum-method,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.weighted-sum-method
unit.r017.book1.ch13.text.ex-005,relation.exercises.unit.r017.book1.ch13.text.ex-005.concept.epsilon-constraint-method,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.epsilon-constraint-method
unit.r017.book1.ch13.text.ex-005,relation.exercises.unit.r017.book1.ch13.text.ex-005.concept.lexicographic-optimization,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.lexicographic-optimization
unit.r017.book1.ch13.text.ex-005,relation.exercises.unit.r017.book1.ch13.text.ex-005.concept.multiobjective-optimization,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.multiobjective-optimization
unit.r017.book1.ch13.text.ex-005,relation.exercises.unit.r017.book1.ch13.text.ex-005.concept.pareto-optimality,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.pareto-optimality
unit.r017.book1.ch13.text.ex-005,relation.exercises.unit.r017.book1.ch13.text.ex-005.concept.weighted-sum-method,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.weighted-sum-method
unit.r017.book1.ch13.text.ex-006,relation.exercises.unit.r017.book1.ch13.text.ex-006.concept.epsilon-constraint-method,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.epsilon-constraint-method
unit.r017.book1.ch13.text.ex-006,relation.exercises.unit.r017.book1.ch13.text.ex-006.concept.lexicographic-optimization,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.lexicographic-optimization
unit.r017.book1.ch13.text.ex-006,relation.exercises.unit.r017.book1.ch13.text.ex-006.concept.multiobjective-optimization,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.multiobjective-optimization
unit.r017.book1.ch13.text.ex-006,relation.exercises.unit.r017.book1.ch13.text.ex-006.concept.pareto-optimality,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.pareto-optimality
unit.r017.book1.ch13.text.ex-006,relation.exercises.unit.r017.book1.ch13.text.ex-006.concept.weighted-sum-method,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.weighted-sum-method
unit.r017.book1.ch13.text.ex-007,relation.exercises.unit.r017.book1.ch13.text.ex-007.concept.epsilon-constraint-method,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.epsilon-constraint-method
unit.r017.book1.ch13.text.ex-007,relation.exercises.unit.r017.book1.ch13.text.ex-007.concept.lexicographic-optimization,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.lexicographic-optimization
unit.r017.book1.ch13.text.ex-007,relation.exercises.unit.r017.book1.ch13.text.ex-007.concept.multiobjective-optimization,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.multiobjective-optimization
unit.r017.book1.ch13.text.ex-007,relation.exercises.unit.r017.book1.ch13.text.ex-007.concept.pareto-optimality,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.pareto-optimality
unit.r017.book1.ch13.text.ex-007,relation.exercises.unit.r017.book1.ch13.text.ex-007.concept.weighted-sum-method,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.weighted-sum-method
unit.r017.book1.ch13.text.ex-008,relation.exercises.unit.r017.book1.ch13.text.ex-008.concept.epsilon-constraint-method,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.epsilon-constraint-method
unit.r017.book1.ch13.text.ex-008,relation.exercises.unit.r017.book1.ch13.text.ex-008.concept.lexicographic-optimization,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.lexicographic-optimization
unit.r017.book1.ch13.text.ex-008,relation.exercises.unit.r017.book1.ch13.text.ex-008.concept.multiobjective-optimization,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.multiobjective-optimization
unit.r017.book1.ch13.text.ex-008,relation.exercises.unit.r017.book1.ch13.text.ex-008.concept.pareto-optimality,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.pareto-optimality
unit.r017.book1.ch13.text.ex-008,relation.exercises.unit.r017.book1.ch13.text.ex-008.concept.weighted-sum-method,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.weighted-sum-method
unit.r017.book1.ch13.text.ex-009,relation.exercises.unit.r017.book1.ch13.text.ex-009.concept.epsilon-constraint-method,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.epsilon-constraint-method
unit.r017.book1.ch13.text.ex-009,relation.exercises.unit.r017.book1.ch13.text.ex-009.concept.lexicographic-optimization,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.lexicographic-optimization
unit.r017.book1.ch13.text.ex-009,relation.exercises.unit.r017.book1.ch13.text.ex-009.concept.multiobjective-optimization,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.multiobjective-optimization
unit.r017.book1.ch13.text.ex-009,relation.exercises.unit.r017.book1.ch13.text.ex-009.concept.pareto-optimality,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.pareto-optimality
unit.r017.book1.ch13.text.ex-009,relation.exercises.unit.r017.book1.ch13.text.ex-009.concept.weighted-sum-method,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.weighted-sum-method
unit.r017.book1.ch13.text.ex-010,relation.exercises.unit.r017.book1.ch13.text.ex-010.concept.epsilon-constraint-method,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.epsilon-constraint-method
unit.r017.book1.ch13.text.ex-010,relation.exercises.unit.r017.book1.ch13.text.ex-010.concept.lexicographic-optimization,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.lexicographic-optimization
unit.r017.book1.ch13.text.ex-010,relation.exercises.unit.r017.book1.ch13.text.ex-010.concept.multiobjective-optimization,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.multiobjective-optimization
unit.r017.book1.ch13.text.ex-010,relation.exercises.unit.r017.book1.ch13.text.ex-010.concept.pareto-optimality,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.pareto-optimality
unit.r017.book1.ch13.text.ex-010,relation.exercises.unit.r017.book1.ch13.text.ex-010.concept.weighted-sum-method,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.weighted-sum-method
unit.r017.book1.ch13.text.ex-011,relation.exercises.unit.r017.book1.ch13.text.ex-011.concept.epsilon-constraint-method,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.epsilon-constraint-method
unit.r017.book1.ch13.text.ex-011,relation.exercises.unit.r017.book1.ch13.text.ex-011.concept.lexicographic-optimization,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.lexicographic-optimization
unit.r017.book1.ch13.text.ex-011,relation.exercises.unit.r017.book1.ch13.text.ex-011.concept.multiobjective-optimization,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.multiobjective-optimization
unit.r017.book1.ch13.text.ex-011,relation.exercises.unit.r017.book1.ch13.text.ex-011.concept.pareto-optimality,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.pareto-optimality
unit.r017.book1.ch13.text.ex-011,relation.exercises.unit.r017.book1.ch13.text.ex-011.concept.weighted-sum-method,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.weighted-sum-method
unit.r017.book1.ch14.text.ex-001,relation.exercises.unit.r017.book1.ch14.text.ex-001.concept.dijkstra-algorithm,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.dijkstra-algorithm
unit.r017.book1.ch14.text.ex-001,relation.exercises.unit.r017.book1.ch14.text.ex-001.concept.euler-circuit,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.euler-circuit
unit.r017.book1.ch14.text.ex-001,relation.exercises.unit.r017.book1.ch14.text.ex-001.concept.graph-theory,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.graph-theory
unit.r017.book1.ch14.text.ex-001,relation.exercises.unit.r017.book1.ch14.text.ex-001.concept.hamilton-circuit,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.hamilton-circuit
unit.r017.book1.ch14.text.ex-001,relation.exercises.unit.r017.book1.ch14.text.ex-001.concept.kruskal-algorithm,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.kruskal-algorithm
unit.r017.book1.ch14.text.ex-001,relation.exercises.unit.r017.book1.ch14.text.ex-001.concept.minimum-spanning-tree,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.minimum-spanning-tree
unit.r017.book1.ch14.text.ex-001,relation.exercises.unit.r017.book1.ch14.text.ex-001.concept.prim-algorithm,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.prim-algorithm
unit.r017.book1.ch14.text.ex-001,relation.exercises.unit.r017.book1.ch14.text.ex-001.concept.shortest-path,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.shortest-path
unit.r017.book1.ch14.text.ex-001,relation.exercises.unit.r017.book1.ch14.text.ex-001.concept.traveling-salesperson,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.traveling-salesperson
unit.r017.book1.ch14.text.ex-002,relation.exercises.unit.r017.book1.ch14.text.ex-002.concept.dijkstra-algorithm,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.dijkstra-algorithm
unit.r017.book1.ch14.text.ex-002,relation.exercises.unit.r017.book1.ch14.text.ex-002.concept.euler-circuit,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.euler-circuit
unit.r017.book1.ch14.text.ex-002,relation.exercises.unit.r017.book1.ch14.text.ex-002.concept.graph-theory,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.graph-theory
unit.r017.book1.ch14.text.ex-002,relation.exercises.unit.r017.book1.ch14.text.ex-002.concept.hamilton-circuit,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.hamilton-circuit
unit.r017.book1.ch14.text.ex-002,relation.exercises.unit.r017.book1.ch14.text.ex-002.concept.kruskal-algorithm,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.kruskal-algorithm
unit.r017.book1.ch14.text.ex-002,relation.exercises.unit.r017.book1.ch14.text.ex-002.concept.minimum-spanning-tree,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.minimum-spanning-tree
unit.r017.book1.ch14.text.ex-002,relation.exercises.unit.r017.book1.ch14.text.ex-002.concept.prim-algorithm,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.prim-algorithm
unit.r017.book1.ch14.text.ex-002,relation.exercises.unit.r017.book1.ch14.text.ex-002.concept.shortest-path,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.shortest-path
unit.r017.book1.ch14.text.ex-002,relation.exercises.unit.r017.book1.ch14.text.ex-002.concept.traveling-salesperson,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.traveling-salesperson
unit.r017.book1.ch14.text.ex-003,relation.exercises.unit.r017.book1.ch14.text.ex-003.concept.dijkstra-algorithm,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.dijkstra-algorithm
unit.r017.book1.ch14.text.ex-003,relation.exercises.unit.r017.book1.ch14.text.ex-003.concept.euler-circuit,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.euler-circuit
unit.r017.book1.ch14.text.ex-003,relation.exercises.unit.r017.book1.ch14.text.ex-003.concept.graph-theory,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.graph-theory
unit.r017.book1.ch14.text.ex-003,relation.exercises.unit.r017.book1.ch14.text.ex-003.concept.hamilton-circuit,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.hamilton-circuit
unit.r017.book1.ch14.text.ex-003,relation.exercises.unit.r017.book1.ch14.text.ex-003.concept.kruskal-algorithm,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.kruskal-algorithm
unit.r017.book1.ch14.text.ex-003,relation.exercises.unit.r017.book1.ch14.text.ex-003.concept.minimum-spanning-tree,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.minimum-spanning-tree
unit.r017.book1.ch14.text.ex-003,relation.exercises.unit.r017.book1.ch14.text.ex-003.concept.prim-algorithm,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.prim-algorithm
unit.r017.book1.ch14.text.ex-003,relation.exercises.unit.r017.book1.ch14.text.ex-003.concept.shortest-path,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.shortest-path
unit.r017.book1.ch14.text.ex-003,relation.exercises.unit.r017.book1.ch14.text.ex-003.concept.traveling-salesperson,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.traveling-salesperson
unit.r017.book1.ch14.text.ex-004,relation.exercises.unit.r017.book1.ch14.text.ex-004.concept.dijkstra-algorithm,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.dijkstra-algorithm
unit.r017.book1.ch14.text.ex-004,relation.exercises.unit.r017.book1.ch14.text.ex-004.concept.euler-circuit,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.euler-circuit
unit.r017.book1.ch14.text.ex-004,relation.exercises.unit.r017.book1.ch14.text.ex-004.concept.graph-theory,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.graph-theory
unit.r017.book1.ch14.text.ex-004,relation.exercises.unit.r017.book1.ch14.text.ex-004.concept.hamilton-circuit,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.hamilton-circuit
unit.r017.book1.ch14.text.ex-004,relation.exercises.unit.r017.book1.ch14.text.ex-004.concept.kruskal-algorithm,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.kruskal-algorithm
unit.r017.book1.ch14.text.ex-004,relation.exercises.unit.r017.book1.ch14.text.ex-004.concept.minimum-spanning-tree,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.minimum-spanning-tree
unit.r017.book1.ch14.text.ex-004,relation.exercises.unit.r017.book1.ch14.text.ex-004.concept.prim-algorithm,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.prim-algorithm
unit.r017.book1.ch14.text.ex-004,relation.exercises.unit.r017.book1.ch14.text.ex-004.concept.shortest-path,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.shortest-path
unit.r017.book1.ch14.text.ex-004,relation.exercises.unit.r017.book1.ch14.text.ex-004.concept.traveling-salesperson,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.traveling-salesperson
unit.r017.book1.ch14.text.ex-005,relation.exercises.unit.r017.book1.ch14.text.ex-005.concept.dijkstra-algorithm,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.dijkstra-algorithm
unit.r017.book1.ch14.text.ex-005,relation.exercises.unit.r017.book1.ch14.text.ex-005.concept.euler-circuit,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.euler-circuit
unit.r017.book1.ch14.text.ex-005,relation.exercises.unit.r017.book1.ch14.text.ex-005.concept.graph-theory,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.graph-theory
unit.r017.book1.ch14.text.ex-005,relation.exercises.unit.r017.book1.ch14.text.ex-005.concept.hamilton-circuit,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.hamilton-circuit
unit.r017.book1.ch14.text.ex-005,relation.exercises.unit.r017.book1.ch14.text.ex-005.concept.kruskal-algorithm,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.kruskal-algorithm
unit.r017.book1.ch14.text.ex-005,relation.exercises.unit.r017.book1.ch14.text.ex-005.concept.minimum-spanning-tree,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.minimum-spanning-tree
unit.r017.book1.ch14.text.ex-005,relation.exercises.unit.r017.book1.ch14.text.ex-005.concept.prim-algorithm,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.prim-algorithm
unit.r017.book1.ch14.text.ex-005,relation.exercises.unit.r017.book1.ch14.text.ex-005.concept.shortest-path,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.shortest-path
unit.r017.book1.ch14.text.ex-005,relation.exercises.unit.r017.book1.ch14.text.ex-005.concept.traveling-salesperson,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.traveling-salesperson
unit.r017.book1.ch14.text.ex-006,relation.exercises.unit.r017.book1.ch14.text.ex-006.concept.dijkstra-algorithm,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.dijkstra-algorithm
unit.r017.book1.ch14.text.ex-006,relation.exercises.unit.r017.book1.ch14.text.ex-006.concept.euler-circuit,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.euler-circuit
unit.r017.book1.ch14.text.ex-006,relation.exercises.unit.r017.book1.ch14.text.ex-006.concept.graph-theory,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.graph-theory
unit.r017.book1.ch14.text.ex-006,relation.exercises.unit.r017.book1.ch14.text.ex-006.concept.hamilton-circuit,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.hamilton-circuit
unit.r017.book1.ch14.text.ex-006,relation.exercises.unit.r017.book1.ch14.text.ex-006.concept.kruskal-algorithm,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.kruskal-algorithm
unit.r017.book1.ch14.text.ex-006,relation.exercises.unit.r017.book1.ch14.text.ex-006.concept.minimum-spanning-tree,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.minimum-spanning-tree
unit.r017.book1.ch14.text.ex-006,relation.exercises.unit.r017.book1.ch14.text.ex-006.concept.prim-algorithm,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.prim-algorithm
unit.r017.book1.ch14.text.ex-006,relation.exercises.unit.r017.book1.ch14.text.ex-006.concept.shortest-path,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.shortest-path
unit.r017.book1.ch14.text.ex-006,relation.exercises.unit.r017.book1.ch14.text.ex-006.concept.traveling-salesperson,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.traveling-salesperson
unit.r017.book1.ch14.text.ex-007,relation.exercises.unit.r017.book1.ch14.text.ex-007.concept.dijkstra-algorithm,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.dijkstra-algorithm
unit.r017.book1.ch14.text.ex-007,relation.exercises.unit.r017.book1.ch14.text.ex-007.concept.euler-circuit,2026-08-23T00:00:00+02:00,exercises,codex-r017-o018-id-production,interlanguage.relation,0.1.0,active,,concept.euler-circuit
